date,symbol,open,high,low,close,volume,sma_20,ema_50,rsi_14,bollinger_upper,bollinger_lower,macd,macd_signal
2025-05-08 20:26:49.225804,SPY,523.64,531.03,522.23,523.98,1589441,512.971,491.5118193211639,67.07,544.33,481.61,13.47,14.5
2025-05-09 20:26:49.225804,SPY,522.54,522.5,514.26,518.82,4428867,514.632,492.5827283673928,61.51,543.29,485.97,12.42,14.08
2025-05-10 20:26:49.225804,SPY,535.66,536.64,528.26,535.6,5193667,516.4860000000001,494.2696801961225,67.78,545.55,487.42,12.79,13.82
2025-05-11 20:26:49.225804,SPY,529.8,528.84,521.78,525.11,7390894,518.1415,495.47910450215693,56.86,545.02,491.26,12.1,13.48
2025-05-12 20:26:49.225804,SPY,525.42,529.58,521.25,525.64,7262270,519.488,496.66188471775865,54.44,544.93,494.05,11.47,13.08
2025-05-13 20:26:49.225804,SPY,527.35,530.41,519.93,524.48,5420748,520.819,497.7527911994152,53.21,544.2,497.44,10.74,12.61
2025-05-14 20:26:49.225804,SPY,532.4,546.1,531.15,535.94,3385831,522.7495,499.25032879943814,57.02,544.26,501.24,10.97,12.28
2025-05-15 20:26:49.225804,SPY,547.51,550.96,544.91,547.18,8641906,525.0905,501.12992374847977,60.47,546.54,503.64,11.92,12.21
2025-05-16 20:26:49.225804,SPY,545.09,558.39,545.26,548.56,4756598,527.441,502.98992673873545,56.5,548.32,506.56,12.64,12.3
2025-05-17 20:26:49.225804,SPY,553.52,553.43,551.05,551.66,6678935,529.426,504.89855706270663,58.61,551.62,507.24,13.3,12.5
2025-05-18 20:26:49.225804,SPY,542.47,550.46,544.21,545.12,3721467,530.803,506.47586855044364,53.89,553.31,508.29,13.15,12.63
2025-05-19 20:26:49.225804,SPY,531.16,530.83,527.68,530.56,4694520,531.3985,507.4203442935635,49.83,553.17,509.62,11.72,12.45
2025-05-20 20:26:49.225804,SPY,527.61,533.61,525.02,528.21,4617822,531.7065,508.2356249095022,58.08,553.1,510.32,10.28,12.01
2025-05-21 20:26:49.225804,SPY,527.1,532.03,525.04,529.55,5201813,531.9505,509.07148275618835,56.49,553.11,510.79,9.14,11.44
2025-05-22 20:26:49.225804,SPY,535.37,539.99,534.62,538.86,1216657,532.1009999999999,510.2396599030045,57.8,553.42,510.78,8.88,10.93
2025-05-23 20:26:49.225804,SPY,547.01,548.93,544.76,548.13,2444771,532.7810000000001,511.7255555930828,64.73,555.26,510.3,9.32,10.61
2025-05-24 20:26:49.225804,SPY,549.2,546.29,543.64,545.4,7136737,533.1980000000001,513.0461220404129,55.73,556.31,510.08,9.34,10.35
2025-05-25 20:26:49.225804,SPY,542.69,543.8,535.61,543.33,5645766,533.8175,514.2337250976516,61.83,557.34,510.3,9.09,10.1
2025-05-26 20:26:49.225804,SPY,537.66,536.61,528.54,535.69,9857624,534.9680000000001,515.0751476428418,55.97,556.28,513.65,8.17,9.71
2025-05-27 20:26:49.225804,SPY,525.33,530.53,524.18,525.45,3292727,535.3634999999999,515.4820045980244,50.52,555.58,515.14,6.55,9.08
2025-05-28 20:26:49.225804,SPY,515.17,514.36,510.87,513.37,6912168,534.833,515.399180888298,37.98,556.79,512.87,4.24,8.11
2025-05-29 20:26:49.225804,SPY,523.78,534.05,522.93,527.64,8582137,535.274,515.8792130103255,39.92,556.21,514.34,3.51,7.19
2025-05-30 20:26:49.225804,SPY,523.28,525.74,518.11,524.12,4539302,534.7,516.2023811275677,37.66,556.22,513.18,2.63,6.28
2025-05-31 20:26:49.225804,SPY,523.13,523.0,519.4,521.15,3410205,534.5020000000001,516.3964053970749,34.57,556.46,512.54,1.67,5.36
2025-06-01 20:26:49.225804,SPY,512.04,516.79,510.59,512.37,6868464,533.8385000000001,516.2385071462093,33.81,557.65,510.03,0.2,4.33
2025-06-02 20:26:49.225804,SPY,517.94,528.73,515.64,518.12,8231214,533.5205,516.3122911796913,43.26,558.02,509.02,-0.5,3.36
2025-06-03 20:26:49.225804,SPY,505.98,511.64,506.72,506.85,3758694,532.066,515.9412209373505,39.45,559.26,504.87,-1.94,2.3
2025-06-04 20:26:49.225804,SPY,507.88,508.11,502.1,505.55,2378510,529.9844999999999,515.5337220770623,38.14,558.65,501.32,-3.15,1.21
2025-06-05 20:26:49.225804,SPY,500.1,500.16,496.63,499.51,2887305,527.5319999999999,514.9053408191382,29.91,557.85,497.22,-4.54,0.06
2025-06-06 20:26:49.225804,SPY,502.47,502.77,498.79,502.38,7461362,525.068,514.4141509830937,25.01,555.14,495.0,-5.36,-1.02
2025-06-07 20:26:49.225804,SPY,500.31,502.79,498.41,499.03,8733895,522.7635,513.810850944541,24.84,553.42,492.11,-6.2,-2.06
2025-06-08 20:26:49.225804,SPY,492.27,492.17,487.0,491.12,3496159,520.7915,512.9210136525983,23.36,554.28,487.3,-7.42,-3.13
2025-06-09 20:26:49.225804,SPY,491.53,493.78,478.65,491.11,4284139,518.9365,512.065679783869,25.33,554.72,483.15,-8.29,-4.16
2025-06-10 20:26:49.225804,SPY,497.28,499.36,493.48,494.23,8370191,517.1705,511.36624136097214,31.25,554.22,480.12,-8.63,-5.06
2025-06-11 20:26:49.225804,SPY,494.75,504.23,489.53,494.87,7107518,514.971,510.71932993505163,37.12,551.82,478.12,-8.75,-5.8
2025-06-12 20:26:49.225804,SPY,497.69,497.22,492.11,497.14,7645556,512.4215,510.1868071925006,24.5,546.57,478.28,-8.56,-6.35
2025-06-13 20:26:49.225804,SPY,491.71,498.29,491.79,492.97,8838378,509.8,509.5116382829908,24.23,541.23,478.37,-8.64,-6.81
2025-06-14 20:26:49.225804,SPY,490.98,493.68,488.09,490.69,9517368,507.168,508.77353482091274,24.51,535.43,478.91,-8.79,-7.2
2025-06-15 20:26:49.225804,SPY,489.41,494.15,485.5,486.32,1186866,504.6995,507.89300404362206,26.47,531.03,478.37,-9.16,-7.59
2025-06-16 20:26:49.225804,SPY,482.84,484.26,479.28,484.09,4648535,502.6315000000001,506.9595529046565,17.17,528.59,476.67,-9.52,-7.98
2025-06-17 20:26:49.225804,SPY,476.67,479.59,477.99,478.84,7567036,500.90500000000003,505.856825339768,19.43,528.41,473.4,-10.12,-8.41
2025-06-18 20:26:49.225804,SPY,469.57,474.37,467.37,467.7,7656836,497.908,504.3604792480124,15.99,526.19,469.62,-11.35,-9.0
2025-06-19 20:26:49.225804,SPY,468.75,471.77,468.66,469.03,8698630,495.1535,502.97497025789426,20.08,523.42,466.89,-12.09,-9.61
2025-06-20 20:26:49.225804,SPY,466.78,467.34,465.18,466.61,9587332,492.42650000000003,501.54889299287885,14.58,520.66,464.19,-12.72,-10.24
2025-06-21 20:26:49.225804,SPY,456.27,457.65,456.11,456.36,5157314,489.6259999999999,499.77677954217774,12.82,520.51,458.74,-13.89,-10.97
2025-06-22 20:26:49.225804,SPY,459.61,461.73,459.41,459.47,5091386,486.69350000000003,498.1961215209159,19.91,517.33,456.06,-14.39,-11.65
2025-06-23 20:26:49.225804,SPY,455.44,453.93,452.87,453.9,8540135,484.046,496.4590187161741,18.01,516.45,451.65,-15.07,-12.34
2025-06-24 20:26:49.225804,SPY,452.87,456.31,452.89,454.4,4006974,481.48850000000004,494.8096454331869,14.14,514.8,448.17,-15.39,-12.95
2025-06-25 20:26:49.225804,SPY,457.33,460.85,455.4,459.19,1269478,479.4725,493.4127965926698,20.11,513.07,445.87,-15.08,-13.37
2025-06-26 20:26:49.225804,SPY,460.34,466.92,454.92,460.18,6938940,477.3625,492.1095496674671,18.36,510.2,444.53,-14.59,-13.62
2025-06-27 20:26:49.225804,SPY,464.68,467.82,467.45,467.68,4507815,475.79499999999996,491.1515281118801,29.52,507.24,444.35,-13.44,-13.58
2025-06-28 20:26:49.225804,SPY,457.4,462.75,454.65,459.92,3061899,474.23499999999996,489.92676230357114,27.11,505.57,442.9,-13.01,-13.47
2025-06-29 20:26:49.225804,SPY,466.13,464.85,462.35,462.67,7298980,472.813,488.8578696642154,31.97,503.5,442.12,-12.3,-13.23
2025-06-30 20:26:49.225804,SPY,459.86,459.81,455.03,458.48,9242537,471.0255,487.6665806577756,31.04,500.61,441.44,-11.94,-12.97
2025-07-01 20:26:49.225804,SPY,453.13,456.07,450.95,453.15,4838639,468.93950000000007,486.3129892594315,31.01,497.3,440.58,-11.95,-12.77
2025-07-02 20:26:49.225804,SPY,451.93,453.72,445.93,449.7,7499013,466.56749999999994,484.87718575906166,34.98,492.86,440.28,-12.09,-12.63
2025-07-03 20:26:49.225804,SPY,446.07,448.4,444.85,447.93,8007721,464.3155,483.4282765136083,32.53,488.73,439.9,-12.21,-12.55
2025-07-04 20:26:49.225804,SPY,447.88,452.52,447.27,448.45,8200304,462.20349999999996,482.05657939542755,34.47,484.2,440.2,-12.12,-12.46
2025-07-05 20:26:49.225804,SPY,442.54,448.33,440.02,441.44,1040358,459.95950000000005,480.46377236031276,36.5,480.72,439.2,-12.47,-12.46
2025-07-06 20:26:49.225804,SPY,448.74,449.51,446.02,447.15,2525124,458.1125,479.1573499148103,39.35,476.24,439.98,-12.15,-12.4
2025-07-07 20:26:49.225804,SPY,451.14,454.32,448.07,450.22,3115323,456.68149999999997,478.02255187893536,46.68,472.26,441.1,-11.51,-12.22
2025-07-08 20:26:49.225804,SPY,436.42,443.67,437.42,440.9,2521867,455.3415,476.56676553074186,39.48,471.53,439.15,-11.62,-12.1
2025-07-09 20:26:49.225804,SPY,448.52,452.26,448.81,450.26,6722859,454.40299999999996,475.53512766679125,43.5,469.38,439.43,-10.83,-11.85
2025-07-10 20:26:49.225804,SPY,463.3,464.16,459.46,462.42,7942910,454.1935,475.0208089347602,51.4,468.56,439.83,-9.12,-11.3
2025-07-11 20:26:49.225804,SPY,469.55,471.03,466.29,470.22,2970861,454.88649999999996,474.83254191771084,51.58,470.93,438.84,-7.05,-10.45
2025-07-12 20:26:49.225804,SPY,473.99,470.9,466.01,469.22,9907211,455.37399999999997,474.6124422346633,56.33,472.55,438.19,-5.43,-9.45
2025-07-13 20:26:49.225804,SPY,464.2,463.94,459.98,462.49,4786912,455.8035,474.1370523431079,49.88,473.26,438.35,-4.64,-8.49
2025-07-14 20:26:49.225804,SPY,470.52,480.92,469.28,469.48,9065772,456.5575,473.95442283945664,56.86,475.03,438.09,-3.41,-7.47
2025-07-15 20:26:49.225804,SPY,464.95,469.07,463.75,467.04,6915823,456.95,473.6832690026152,58.98,475.98,437.92,-2.59,-6.49
2025-07-16 20:26:49.225804,SPY,475.13,476.87,474.32,475.2,9359586,457.7009999999999,473.74274864957147,65.54,478.38,437.02,-1.28,-5.45
2025-07-17 20:26:49.225804,SPY,477.21,477.59,470.5,476.75,1257322,458.1545,473.86068007507845,67.61,480.12,436.19,-0.11,-4.38
2025-07-18 20:26:49.225804,SPY,485.61,487.63,480.6,483.43,3479402,459.33000000000004,474.2359475231146,69.88,484.03,434.63,1.34,-3.24
2025-07-19 20:26:49.225804,SPY,487.72,487.38,477.65,486.01,4416490,460.497,474.69767507122776,76.67,487.92,433.07,2.67,-2.06
2025-07-20 20:26:49.225804,SPY,493.01,492.47,490.63,490.98,5779566,462.12199999999996,475.33619761745416,76.46,492.71,431.53,4.07,-0.83
2025-07-21 20:26:49.225804,SPY,489.42,493.09,488.36,491.24,9397799,464.02649999999994,475.9598761422599,75.64,496.92,431.13,5.15,0.36
2025-07-22 20:26:49.225804,SPY,506.58,504.61,503.48,503.74,7801001,466.72850000000005,477.049292764132,87.77,503.34,430.12,6.93,1.68
2025-07-23 20:26:49.225804,SPY,502.03,508.57,503.41,504.82,3786856,469.57300000000004,478.1383401067151,86.42,508.78,430.37,8.33,3.01
2025-07-24 20:26:49.225804,SPY,506.74,508.56,505.14,507.83,6992816,472.54200000000003,479.30271892605964,84.53,513.94,431.14,9.57,4.32
2025-07-25 20:26:49.225804,SPY,522.36,527.93,516.85,521.46,2503680,476.54299999999995,480.9559456348416,85.79,520.67,432.42,11.53,5.76
2025-07-26 20:26:49.225804,SPY,511.7,513.71,511.88,512.0,1153151,479.78549999999996,482.1733595315145,76.72,524.34,435.23,12.17,7.04
2025-07-27 20:26:49.225804,SPY,501.23,507.06,496.9,503.26,1994838,482.4375,483.00028660871004,74.84,525.89,438.99,11.84,8.0
2025-07-28 20:26:49.225804,SPY,508.58,511.23,507.01,510.26,8232892,485.9055,484.06929497699593,74.85,526.36,445.45,12.0,8.8
2025-07-29 20:26:49.225804,SPY,499.11,507.87,499.94,502.22,7330317,488.5035,484.7810873308392,70.07,525.88,451.13,11.35,9.31
2025-07-30 20:26:49.225804,SPY,517.23,518.56,514.86,516.13,3676103,491.189,486.01045645512005,71.91,528.39,453.99,11.83,9.82
2025-07-31 20:26:49.225804,SPY,515.96,513.83,512.27,513.37,4386579,493.3465,487.08337973138987,69.35,530.43,456.26,11.84,10.22
2025-08-01 20:26:49.225804,SPY,508.07,515.03,506.14,508.28,6058869,495.29949999999997,487.9146197419236,63.36,531.13,459.47,11.31,10.44
2025-08-02 20:26:49.225804,SPY,521.37,522.68,516.91,522.2,9421877,498.285,489.25914445792665,67.34,532.52,464.05,11.88,10.73
2025-08-03 20:26:49.225804,SPY,530.09,534.85,531.1,533.23,9729546,501.4725,490.98349173408644,69.13,536.28,466.66,13.06,11.19
2025-08-04 20:26:49.225804,SPY,549.42,555.05,547.15,547.42,5461474,505.4915,493.1966881366713,72.59,542.08,468.91,14.98,11.95
2025-08-05 20:26:49.225804,SPY,559.45,560.33,548.96,554.55,6031086,509.459,495.6027003666058,71.35,549.28,469.64,16.88,12.94
2025-08-06 20:26:49.225804,SPY,544.23,550.83,545.09,548.18,8060413,513.0305000000001,497.6645552541899,67.44,553.31,472.75,17.66,13.88
2025-08-07 20:26:49.225804,SPY,560.7,567.13,556.36,563.09,4517131,517.0135,500.2302589697119,70.29,560.59,473.44,19.27,14.96
2025-08-08 20:26:49.225804,SPY,559.69,561.81,549.88,561.22,8103176,520.774,502.6220135199193,65.98,566.03,475.52,20.15,16.0
2025-08-09 20:26:49.225804,SPY,566.43,569.55,559.67,567.71,9127799,524.6105,505.17448357796167,72.94,572.18,477.04,21.14,17.03
2025-08-10 20:26:49.225804,SPY,575.96,576.46,574.66,575.43,9273877,528.82,507.929601869022,79.96,578.8,478.84,22.28,18.08
2025-08-11 20:26:49.225804,SPY,578.13,575.93,572.68,574.42,4917556,532.354,510.5370684623937,78.03,584.8,479.91,22.85,19.03
2025-08-12 20:26:49.225804,SPY,581.88,585.51,573.41,579.55,8772740,536.0905,513.2434579344567,84.67,590.87,481.31,23.44,19.91
2025-08-13 20:26:49.225804,SPY,588.46,594.3,586.41,587.22,1885039,540.06,516.1444987997721,83.76,597.65,482.47,24.24,20.78
2025-08-14 20:26:49.225804,SPY,588.81,593.72,587.07,590.52,5377095,543.513,519.0611851213497,86.45,604.59,482.44,24.86,21.59
2025-08-15 20:26:49.225804,SPY,579.21,583.59,576.67,581.81,1520504,547.0035,521.5219229597282,83.59,608.47,485.53,24.37,22.15
2025-08-16 20:26:49.225804,SPY,582.58,585.49,579.7,584.44,1359750,551.0625,523.9892985299349,81.7,611.07,491.05,23.92,22.5
2025-08-17 20:26:49.225804,SPY,599.2,596.95,592.64,595.51,9704357,555.325,526.7940319209179,81.71,615.24,495.41,24.17,22.84
2025-08-18 20:26:49.225804,SPY,589.89,591.8,585.68,590.03,3203413,559.7155,529.2738738063721,73.81,616.01,503.42,23.66,23.0
2025-08-19 20:26:49.225804,SPY,587.98,594.81,586.86,589.03,7547188,563.3605,531.6172513041614,70.68,617.16,509.57,22.91,22.98
2025-08-20 20:26:49.225804,SPY,585.28,586.57,581.39,585.71,3481291,566.9775000000001,533.7385355667433,73.37,616.15,517.81,21.79,22.74
2025-08-21 20:26:49.225804,SPY,603.13,609.18,600.51,601.15,5830944,571.621,536.3821224072632,73.54,614.6,528.64,21.9,22.58
2025-08-22 20:26:49.225804,SPY,603.82,607.28,605.6,607.01,7853533,575.8615,539.1518430971744,76.99,614.87,536.86,22.21,22.5
2025-08-23 20:26:49.225804,SPY,614.13,610.68,600.91,610.68,2074385,579.734,541.9568688580696,76.2,616.21,543.25,22.48,22.5
2025-08-24 20:26:49.225804,SPY,604.8,607.75,598.88,604.42,9625477,582.5840000000001,544.4064034126551,68.0,617.3,547.87,21.95,22.39
2025-08-25 20:26:49.225804,SPY,608.66,609.76,608.96,609.19,8616769,585.316,546.9469366121588,70.62,619.33,551.3,21.66,22.24
2025-08-26 20:26:49.225804,SPY,604.82,606.0,599.77,603.75,1931179,588.0944999999999,549.1745077254075,64.3,618.19,558.0,20.75,21.94
2025-08-27 20:26:49.225804,SPY,604.78,606.04,601.68,604.25,2772281,590.1524999999999,551.3343309518622,60.99,618.64,561.67,19.84,21.52
2025-08-28 20:26:49.225804,SPY,598.35,601.35,598.56,599.17,6553502,592.05,553.2102395419853,55.46,617.29,566.81,18.5,20.92
2025-08-29 20:26:49.225804,SPY,604.44,607.0,603.73,605.05,5055506,593.917,555.2431713246526,65.21,617.01,570.82,17.7,20.27
2025-08-30 20:26:49.225804,SPY,608.01,614.61,609.07,610.13,5663734,595.6519999999999,557.3955959785878,66.29,618.1,573.2,17.28,19.68
2025-08-31 20:26:49.225804,SPY,610.2,609.84,608.23,608.61,7842319,597.3615,559.4040039794276,59.45,618.15,576.57,16.64,19.07
2025-09-01 20:26:49.225804,SPY,610.89,616.21,605.31,612.19,5910844,598.9934999999999,561.4740430390578,66.44,619.01,578.98,16.23,18.5
2025-09-02 20:26:49.225804,SPY,600.91,609.78,602.51,603.21,5770221,599.793,563.1107472336046,59.41,619.09,580.5,15.0,17.8
2025-09-03 20:26:49.225804,SPY,591.49,591.53,584.1,591.1,1609629,599.822,564.2083649891495,53.2,619.06,580.58,12.91,16.82
2025-09-04 20:26:49.225804,SPY,598.1,601.45,588.88,594.94,3375088,600.4784999999999,565.4135271464378,45.72,617.94,583.01,11.43,15.74
2025-09-05 20:26:49.225804,SPY,596.42,601.48,589.29,596.54,7248312,601.0835,566.6341731406951,42.34,616.98,585.19,10.26,14.65
2025-09-06 20:26:49.225804,SPY,600.58,606.84,596.4,602.04,1358804,601.4100000000001,568.0226369390992,43.84,617.09,585.73,9.67,13.65
2025-09-07 20:26:49.225804,SPY,623.5,628.56,618.69,622.49,4080976,603.033,570.1586119610953,60.71,620.38,585.68,10.73,13.07
2025-09-08 20:26:49.225804,SPY,635.82,632.47,629.58,630.93,6882562,605.1279999999999,572.5418036488956,62.35,625.25,585.0,12.11,12.88
2025-09-09 20:26:49.225804,SPY,619.62,628.37,622.39,623.24,9312212,607.0045,574.529968211684,60.8,626.5,587.51,12.44,12.79
2025-09-10 20:26:49.225804,SPY,634.17,633.57,632.52,633.2,1290797,608.607,576.8307537720102,64.52,631.11,586.1,13.35,12.9
2025-09-11 20:26:49.225804,SPY,622.51,624.99,615.92,622.0,1336824,609.3565,578.6020967613431,60.79,632.62,586.09,13.02,12.92
2025-09-12 20:26:49.225804,SPY,621.14,625.94,617.31,618.27,6832020,609.736,580.1577008099179,56.38,633.34,586.14,12.32,12.8
2025-09-13 20:26:49.225804,SPY,620.37,619.34,617.75,617.92,6071597,610.411,581.6385752879603,53.94,634.14,586.68,11.6,12.56
2025-09-14 20:26:49.225804,SPY,632.53,644.76,625.25,633.01,8845567,611.6020000000001,583.6531409629423,60.84,637.38,585.82,12.1,12.47
2025-09-15 20:26:49.225804,SPY,622.52,628.33,625.71,626.74,1281953,612.7515000000001,585.3428217094936,56.31,639.1,586.4,11.86,12.35
2025-09-16 20:26:49.225804,SPY,621.84,622.42,617.21,619.84,4741976,613.5310000000001,586.6956522306899,57.35,639.74,587.32,10.99,12.08
2025-09-17 20:26:49.225804,SPY,617.16,620.35,618.05,619.23,6623128,614.534,587.9715090059569,63.84,639.95,589.11,10.13,11.69
2025-09-18 20:26:49.225804,SPY,611.47,616.01,606.93,613.8,5737384,614.9714999999999,588.9843910057234,59.14,640.0,589.94,8.91,11.13
2025-09-19 20:26:49.225804,SPY,626.56,624.03,623.42,623.69,9167003,615.6495,590.3453952800088,62.17,640.86,590.44,8.64,10.63
2025-09-20 20:26:49.225804,SPY,612.42,621.15,613.19,614.66,1797075,615.952,591.2989091905968,55.49,640.95,590.95,7.61,10.03
2025-09-21 20:26:49.225804,SPY,608.59,606.99,597.21,605.19,1320476,615.6020000000001,591.8436578497891,41.69,641.02,590.19,5.96,9.22
2025-09-22 20:26:49.225804,SPY,602.57,606.31,594.3,601.76,4166581,615.5295,592.2325340125425,35.28,641.1,589.96,4.32,8.24
2025-09-23 20:26:49.225804,SPY,598.61,602.31,595.67,597.85,8323310,615.867,592.4528267963644,36.67,640.23,591.5,2.68,7.12
2025-09-24 20:26:49.225804,SPY,615.04,620.49,607.28,614.29,7792927,616.8345,593.3091865298404,40.71,639.15,594.52,2.68,6.24
2025-09-25 20:26:49.225804,SPY,618.58,624.91,618.0,622.66,3817495,618.1405,594.4601988227878,50.33,638.42,597.86,3.31,5.65
2025-09-26 20:26:49.225804,SPY,619.22,624.14,620.27,623.65,1343949,619.221,595.6048969081687,52.8,638.15,600.3,3.85,5.29
2025-09-27 20:26:49.225804,SPY,613.91,615.58,609.3,613.38,2982021,618.7655,596.301959774515,47.86,637.8,599.73,3.41,4.91
2025-09-28 20:26:49.225804,SPY,622.25,624.06,619.22,620.84,8085741,618.2610000000001,597.264235861789,43.82,636.45,600.07,3.62,4.66
2025-09-29 20:26:49.225804,SPY,612.73,612.64,604.53,612.53,4236462,617.7254999999999,597.8628932789737,42.93,635.93,599.52,3.08,4.34
2025-09-30 20:26:49.225804,SPY,597.81,604.96,597.97,599.78,6013904,616.0545,597.9380739347002,40.57,634.41,597.7,1.6,3.79
2025-10-01 20:26:49.225804,SPY,610.01,619.75,608.8,609.97,1613159,615.453,598.4099141725551,46.01,633.78,597.13,1.24,3.28
2025-10-02 20:26:49.225804,SPY,612.69,614.73,612.11,612.89,9005667,615.184,598.9777606755921,49.6,633.49,596.87,1.18,2.86
2025-10-03 20:26:49.225804,SPY,618.62,623.71,620.04,620.99,7186613,615.3375,599.8409857471376,48.79,633.79,596.88,1.76,2.64
2025-10-04 20:26:49.225804,SPY,626.51,633.39,618.21,623.98,3568705,614.886,600.7876137570538,54.41,631.91,597.86,2.43,2.6
2025-10-05 20:26:49.225804,SPY,627.3,641.51,627.78,631.67,2760290,615.1324999999999,601.9986877273654,62.75,633.0,597.27,3.55,2.79
2025-10-06 20:26:49.225804,SPY,627.71,630.81,625.59,626.24,4522420,615.4525,602.9493274243315,61.57,633.89,597.01,3.95,3.02
2025-10-07 20:26:49.225804,SPY,618.51,618.65,608.56,617.56,4227041,615.3689999999999,603.5222949763186,58.91,633.75,596.98,3.52,3.12
2025-10-08 20:26:49.225804,SPY,626.18,625.62,623.28,623.66,5386137,615.8620000000001,604.312008898816,54.67,634.6,597.13,3.64,3.22
2025-10-09 20:26:49.225804,SPY,614.51,621.62,614.91,616.99,6785089,615.527,604.8091850204311,47.12,633.91,597.15,3.15,3.21
2025-10-10 20:26:49.225804,SPY,611.6,616.33,610.15,611.35,6980514,615.3615,605.0656875686495,44.04,633.83,596.89,2.29,3.03
2025-10-11 20:26:49.225804,SPY,613.01,614.66,604.7,607.74,6551921,615.489,605.1705625659574,47.08,633.7,597.28,1.3,2.68
2025-10-12 20:26:49.225804,SPY,609.73,610.04,603.29,608.12,7757479,615.807,605.2862267790572,42.89,633.21,598.4,0.53,2.25
2025-10-13 20:26:49.225804,SPY,605.61,608.23,596.14,605.37,3649170,616.183,605.2895120034079,45.73,632.23,600.14,-0.29,1.74
2025-10-14 20:26:49.225804,SPY,595.45,599.51,594.1,594.17,9348201,615.177,604.8534527091566,46.59,634.0,596.35,-1.82,1.03
2025-10-15 20:26:49.225804,SPY,589.32,592.68,587.7,589.12,2909046,613.5,604.2364545636996,36.5,635.26,591.74,-3.41,0.14
2025-10-16 20:26:49.225804,SPY,576.47,575.42,569.83,571.46,1646101,610.8905000000001,602.9511034043388,27.47,639.09,582.69,-6.02,-1.09
2025-10-17 20:26:49.225804,SPY,578.92,579.68,567.92,576.65,7473391,609.054,601.9196875845608,25.1,641.1,577.01,-7.58,-2.39
2025-10-18 20:26:49.225804,SPY,564.01,577.0,563.4,564.2,1344001,606.222,600.4404841498722,19.65,643.47,568.98,-9.71,-3.85
2025-10-19 20:26:49.225804,SPY,556.41,565.26,554.73,555.84,6974825,603.3875,598.6914455557595,11.77,646.74,560.03,-11.94,-5.47
